言語,PDFページ番号,PDF表番号,番号,単語,翻訳,読み方（ひらがな）,備考,例文,写真,標識
タガログ語,28.0,1.0,9.0,建込み,"pagposisyon nang patayo
/ vertical position",たてこみ,,"かたわく た て こ
型枠を建込みする",,
タガログ語,28.0,1.0,10.0,通り,pagkatuwid,とおり,"Pagsasaayos sa mga depormidad at
sagabal upang maging normal ang
kanilang kalagayan","とお よ
通りを良くする",,
タガログ語,29.0,1.0,11.0,蹴上げ,riser,けあげ,Taas ng bawat hakbang ng hagdan.,"き け あ すんぽう かたわく く み た
決められた蹴上げ寸法で型枠を組立
てる",,
タガログ語,29.0,1.0,12.0,蹴込み,footboard,けこみ,,"き け こ すんぽう かたわく く み た
決められた蹴込み寸法で型枠を組立
てる",,
タガログ語,29.0,1.0,13.0,工具の手入れ,"paglilinis at pangangalaga
sa mga kagamitan / tool
care & maintenance",こうぐのていれ,,"こ う ぐ て い
工具の手入れをおこたらない",,
タガログ語,29.0,1.0,14.0,下げ振り,plumb,さげふり,,"さ ふ すいちょく かくにん
下げ振りで垂直を確認する",,
タガログ語,29.0,1.0,15.0,地墨,marka para sa partisyon,じずみ,,"じ ずみ あ かたわく と つ
地墨に合わせて型枠を取り付ける",,
タガログ語,29.0,1.0,16.0,捨てコンクリート,leveling concrete,すてこんくりーと,,"す と わく せ っ ち
捨てコンクリートの止め枠を設置する",,
タガログ語,29.0,1.0,17.0,はね出し,nakakausli,はねだし,"Kalagayan kung saan malaki ang
pagkausli ng isang dako sa parteng
sinusuportahan ng gangplank ng
scaffolding. Kapag umakyat dito nang
hindi naaalam, may panganib na
mahulog, kung kaya’t
napakamapanganib nito.","かべ だ かたわく く み た
壁からはね出してスラブ型枠を組立て
る",,
タガログ語,29.0,1.0,18.0,はらみ,umbok,はらみ,,"だ せ つちゅう かたわく
コンクリート打設中に型枠のはらみを
かくにん
確認する",,
タガログ語,29.0,1.0,19.0,前面,front face,まえつら,,"まえつら そろ
前面を揃える",,
タガログ語,30.0,1.0,20.0,養生,curing,ようじょう,,"だ せ つ ご ようじょう
コンクリート打設後に養生をおこなう",,
タガログ語,30.0,1.0,21.0,レベル,level,れべる,,"そくりょう
レベルを測量する",,
タガログ語,30.0,1.0,22.0,割付,layout,わりつけ,,"かたわく わ つ
型枠を割り付ける",,
タガログ語,30.0,1.0,23.0,埋め込み金物,nakabaong metal,うめこみかなもの,,"かたわく う こ かなもの
型枠にはあらかじめ埋め込み金物を
と つ
取り付ける",,
タガログ語,30.0,1.0,24.0,解体する（バラス）,"pagkalas (disassemble) /
ikalas",かいたいする（ばらす）,,"かたわく かいたい
型枠を解体する（バラス）",,
タガログ語,30.0,1.0,25.0,かぶり寸法,covering dimension,かぶりすんぽう,,"てっきん かたわく すんぽう かくにん
鉄筋と型枠のかぶり寸法を確認する",,
タガログ語,31.0,1.0,1.0,異形棒鋼,deformed steel bar,いけいぼうこう,,"い け いぼうこう もち
異形棒鋼を用いる",,
タガログ語,31.0,1.0,2.0,結束線,"tie wire / alambreng pang
dikitin o pagsamahin",けっそくせん,,"けっそくせん てっきん しば
結束線で鉄筋を縛る",,
タガログ語,31.0,1.0,3.0,結束工具,deformed steel bar,けっそくこうぐ,"Reinforcing bar na karaniwang
ginagamit sa Japan","けっそく こ う ぐ もち てっきん しば
結束工具を用いて鉄筋を縛る",,
タガログ語,31.0,1.0,4.0,鉄筋切断機,iron bar cutting machine,てっきんせつだんき,,"てっきんせ つだ んき てっきん せつだん
鉄筋切断機で鉄筋を切断する",,
タガログ語,31.0,1.0,5.0,鉄筋曲げ加工機,binding tool,てっきんまげかこうき,tinatawag din itong “hacker”,"てっきん ま か こ う き てっきん ま
鉄筋曲げ加工機で鉄筋を曲げる",,
タガログ語,31.0,1.0,6.0,フック,hook,ふっく,,"てっきんた ん ぶ
鉄筋端部にフックをつける",,
タガログ語,31.0,1.0,7.0,保護帽（ヘルメット）,"reinforcing bar bending
machine",ほごぼう（へるめっと）,,"ほ ご ぼう さぎょう と か
保護帽をかぶり作業に取り掛かる",,
タガログ語,31.0,1.0,8.0,アンカー,kawit / anchor,あんかー,,"せ っ ち
アンカーを設置する",,
タガログ語,31.0,1.0,9.0,加工場,"proteksiyong pang-ulo
(helmet)",かこうば,,"げ ん ばはんにゅうまえ か こ う ば てっきん か こ う
現場搬入前に加工場で鉄筋を加工
する",,
タガログ語,31.0,1.0,10.0,スペーサ―,angkla,すぺーさー,"Pinaikling “joint bar na angkla.”
Tinatawag din itong “sashikin.” (joint
bar)","てっきん あつ たも
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う",,
タガログ語,32.0,1.0,11.0,ドーナツ,processing plant,どーなつ,,"かべ てっきん あつ つか
壁の鉄筋かぶり厚さはドーナツを使う",,
タガログ語,32.0,1.0,12.0,加工配筋図,spacer,かこうはいきんず,,"か こ うはいきん ず どお く み た
加工配筋図通りに組立てる",,
タガログ語,32.0,1.0,13.0,配筋詳細図,rebar spacer (donut),はいきんしょうさいず,,"はいきんしょうさい ず どお くみ た
配筋詳細図通りに組立てる",,
タガログ語,32.0,1.0,14.0,開口補強筋,opening reinforcement,かいこうほきょうきん,,"まどかいこう ぶ かいこうほきょうきん ぐみ た
窓開口部は開口補強筋を組立てる",,
タガログ語,32.0,1.0,15.0,幅止め筋,spreader bar,はばどめきん,,"はば ど きん と つ
幅止め筋を取り付ける",,
タガログ語,32.0,1.0,16.0,差筋,joint bar,さしきん,,"さしきん
コンクリートに差筋をする",,
タガログ語,32.0,1.0,17.0,柱主筋,column bar,はしらしゅきん,,"はしらしゅきん ぐみ た
柱主筋を組立てる",,
タガログ語,32.0,1.0,18.0,柱配筋,column bar arrangement,はしらはいきん,,"はしらはいきん ず めん かくにん
柱配筋を図面で確認する",,
タガログ語,32.0,1.0,19.0,スラブ筋,slab reinforcement,すらぶきん,,"きん しょてい く み た
スラブ筋を所定のピッチで組立てる",,
タガログ語,32.0,1.0,20.0,ベース筋,base reinforcement,べーすきん,,"きん く み た
ベース筋を組立てる",,
タガログ語,33.0,1.0,21.0,帯筋（フープ）,hoop,おびきん（ふーぷ）,,"おびきん く み た
帯筋を組立てる",,
タガログ語,33.0,1.0,22.0,下端筋,bottom reinforcement,したばきん,,"し た ばきん く み た
下端筋を組立てる",,
タガログ語,33.0,1.0,23.0,上端筋,top reinforcement,うわばきん,,"う わ ばきん く み た
上端筋を組立てる",,
タガログ語,33.0,1.0,24.0,主筋,main reinforcement,しゅきん,,"しゅきん く み た
主筋を組立てる",,
タガログ語,33.0,1.0,25.0,あばら筋,stirrup reinforcement,あばらきん,,"きん く み た
あばら筋を組立てる",,
タガログ語,34.0,1.0,1.0,はかま筋,hakama reinforcement,はかまきん,,"きん く み た
はかま筋を組立てる",,
タガログ語,34.0,1.0,2.0,縦筋,vertical reinforcement,たてきん,,"たてきん く み た
縦筋を組立てる",,
タガログ語,34.0,1.0,3.0,下筋,lower reinforcement,したきん,,"したきん く み た
下筋を組立てる",,
タガログ語,34.0,1.0,4.0,横筋,side reinforcement,よこきん,,"よこきん く み た
横筋を組立てる",,
タガログ語,34.0,1.0,5.0,腹筋,midsection reinforcement,はらきん,,"はらきん く み た
腹筋を組立てる",,
タガログ語,34.0,1.0,6.0,配力筋,distributing bar,はいりょくきん,,"はいりょくきん く み た
配力筋を組立てる",,
タガログ語,34.0,1.0,7.0,上筋,upper reinforcement,うわきん,,"うわきん く み た
上筋を組立てる",,
タガログ語,34.0,1.0,8.0,スパイラル筋,spiral reinforcement,すぱいらるきん,,"きん たいしんへき と つ
スパイラル筋を耐震壁に取り付ける",,
タガログ語,34.0,1.0,9.0,鉄筋径,reinforcing bar diameter,てっきんけい,,"てっきんけい せっけい と し ょ とお
鉄筋径は設計図書の通りである",,
タガログ語,34.0,1.0,10.0,かぶり厚さ,covering depth,かぶりあつさ,,"あつ かくにん
かぶり厚さを確認する",,
タガログ語,35.0,1.0,11.0,角度,anggulo,かくど,,"か く ど かくにん
角度を確認する",,
タガログ語,35.0,1.0,12.0,シングル,single,しんぐる,,"てっきん はいきん く み た
鉄筋はシングル配筋で組立てる",,
タガログ語,35.0,1.0,13.0,ダブル,doble,だぶる,,"はいきん
スラブはダブル配筋とする",,
タガログ語,35.0,1.0,14.0,千鳥結束,zigzag na tali,ちどりけっそく,,"てっきん ち ど り けっそく
鉄筋は千鳥結束する",,
タガログ語,35.0,1.0,15.0,切断寸法,sukat ng putol,せつだんすんぽう,,"せつだんすんぽう てっきん せつだん
切断寸法で鉄筋を切断する",,
タガログ語,35.0,1.0,16.0,加工寸法,sukat ng paggawa,かこうすんぽう,,"か こ うすんぽうどお てっきん か こ う
加工寸法通りに鉄筋を加工する",,
タガログ語,35.0,1.0,17.0,重ね継手,lap joint,かさねつぎて,,"てっきん ど う し かさ つ ぎ て
鉄筋同士は重ね継手とする",,
タガログ語,35.0,1.0,18.0,圧接継手,stud joint,あっせつつぎて,,"てっきん ど う し あっせつつ ぎ て
鉄筋同士は圧接継手とする",,
タガログ語,35.0,1.0,19.0,開口部,butas,かいこうぶ,,"かい こ う ぶ かいこうほきょうきん と つ
開口部には開口補強筋を取り付ける",,
タガログ語,35.0,1.0,20.0,溶接金網,"nakawelding na alambreng
lambat",ようせつかなあみ,,"ど ま はいきん ようせつかなあみ し よ う
土間配筋は溶接金網を使用する",,
タガログ語,36.0,1.0,21.0,搬出,paglabas,はんしゅつ,,"のこ てっきん げ ん ば はんしゅつ
残った鉄筋を現場から搬出する",,
タガログ語,36.0,1.0,22.0,搬入,pagdala sa loob,はんにゅう,,"てっきん げ ん ば はんにゅう
鉄筋を現場に搬入する",,
タガログ語,36.0,1.0,23.0,基礎,pundasyon,きそ,"Ito ang pundasyon ng tinatayong
gusali","き そ はいきん
基礎の配筋をおこなう",,
タガログ語,36.0,1.0,24.0,機械式継手,mechanical joint,きかいしきつぎて,,"てっきん ど う し き か い し き つ ぎ て
鉄筋同士は機械式継手とする",,
タガログ語,36.0,1.0,25.0,配筋検査,"inspeksyon ng bar
arrangement",はいきんけんさ,,"せっけいかんりしゃ はいきんけ ん さ ごうかく
設計監理者による配筋検査に合格す
る",,
タガログ語,37.0,1.0,1.0,トラクタ,tractor,とらくた,"Ang mga makinang may nakakabit na
aparato sa paggawa (attachment) sa
tractor ay tinatawag na bulldozer,
tractor shovel, atbp.",,,
タガログ語,37.0,1.0,2.0,ブルドーザ,bulldozer,ぶるどーざ,"Makinang may nakakabit na blade sa
tractor",,,
タガログ語,37.0,1.0,3.0,トラクタショベル,tractor shovel,とらくたしょべる,"Ito ay makinang may nakakabit na
bucket sa tractor. Mayroong tipong
crawler at tipong gulong",,,
タガログ語,37.0,1.0,4.0,ホイルローダ,wheel loader,ほいるろーだ,"Tractor shovel na tipong gulong
(four-wheel drive)",,,
タガログ語,37.0,1.0,5.0,ダンプトラック,dump truck,だんぷとらっく,,,,
タガログ語,37.0,1.0,6.0,油圧ショベル,power shovel,ゆあつしょべる,"Makinang may shovel na maaaring
palitan ng aparato sa paggawa
(attachment) para masagawa ang
iba’t ibang trabaho",,,
タガログ語,37.0,1.0,7.0,バックホウ,backhoe,ばっくほう,"Ito ang uri ng power shovel na
madalas nakikita, at ginagamit sa
paghuhukay nang mas malalim sa
lupa",,,
タガログ語,37.0,1.0,8.0,ローディングショベル,loading shovel,ろーでぃんぐしょべる,"Ito ay isang uri ng power shovel na
ginagamit sa pagkarga ng mga graba
at batong nasa lupa",,,
タガログ語,37.0,1.0,9.0,ローラ,roller,ろーら,,,,
タガログ語,37.0,1.0,10.0,バケット,bucket,ばけっと,,,,
タガログ語,38.0,1.0,11.0,ブーム,boom,ぶーむ,,,,
タガログ語,38.0,1.0,12.0,アーム,arm,あーむ,,,,
タガログ語,38.0,1.0,13.0,ブレード（排土板）,blade,ぶれーど（はいどばん）,,,,
タガログ語,38.0,1.0,14.0,タイヤ,gulong,たいや,,,,
タガログ語,38.0,1.0,15.0,クローラ,crawler,くろーら,,,,
タガログ語,38.0,1.0,16.0,キー（鍵）,key (susi),きー（かぎ）,,"くるま かぎ
車の鍵",,
タガログ語,38.0,1.0,17.0,"作業装置
（アタッチメント）","aparato sa paggawa
(attachment)","さぎょうそうち
（あたっちめんと）",,,,
タガログ語,38.0,1.0,18.0,エンジン,engine,えんじん,,"き
エンジンをかける、エンジンを切る",,
タガログ語,38.0,1.0,19.0,ディーゼルエンジン,diesel engine,でぃーぜるえんじん,,,,
タガログ語,38.0,1.0,20.0,エンジンオイル,engine oil,えんじんおいる,,,,
タガログ語,39.0,1.0,21.0,"オルタネータ
（充電発電機）","alternator (charging
generator)","おるたねーた
（じゅうでんはつでんき）",,,,
タガログ語,39.0,1.0,22.0,バッテリ,battery,ばってり,,,,
タガログ語,39.0,1.0,23.0,燃料,fuel,ねんりょう,,,,
タガログ語,39.0,1.0,24.0,軽油,gas oil,けいゆ,,,,
タガログ語,39.0,1.0,25.0,ブレーキ,preno,ぶれーき,,"ふ
ブレーキを踏む",,
タガログ語,40.0,1.0,1.0,油圧シリンダ,hydraulic cylinder,ゆあつしりんだ,,,,
タガログ語,40.0,1.0,2.0,油圧モータ,hydraulic motor,ゆあつもーた,,,,
タガログ語,40.0,1.0,3.0,油圧ポンプ,hydraulic pump,ゆあつぽんぷ,,,,
タガログ語,40.0,1.0,4.0,水漏れ,tagas ng tubig,みずもれ,,,,
タガログ語,40.0,1.0,5.0,油漏れ,tagas ng langis,あぶらもれ,,,,
タガログ語,40.0,1.0,6.0,冷却水,coolant,れいきゃくすい,,,,
タガログ語,40.0,1.0,7.0,ブレーキ液,brake fluid,ぶれーきえき,,,,
タガログ語,40.0,1.0,8.0,燃料タンク,fuel tank,ねんりょうたんく,,,,
タガログ語,40.0,1.0,9.0,ファンベルト,fan belt,ふぁんべると,,,,
タガログ語,40.0,1.0,10.0,空気圧,"presyon ng hangin ng
gulong",くうきあつ,,,,
タガログ語,40.0,1.0,11.0,クラッチ,clutch,くらっち,,,,
タガログ語,40.0,1.0,12.0,急発進,biglaang pag-arangkada,きゅうはっしん,,,,
タガログ語,40.0,1.0,13.0,急ブレーキ,biglaang pagpreno,きゅうぶれーき,,,,
タガログ語,41.0,1.0,14.0,アイドリング,idling,あいどりんぐ,,"て い し
エンジンを停止するときはアイドリング
と
したあとに止める",,
タガログ語,41.0,1.0,15.0,走行,pagtakbo,そうこう,,,,
タガログ語,41.0,1.0,16.0,旋回,rebolusyon,せんかい,,,,
タガログ語,41.0,1.0,17.0,安全ロック,safety lock,あんぜんろっく,,,,
タガログ語,41.0,1.0,18.0,安全支柱,safety post,あんぜんしちゅう,,,,
タガログ語,41.0,1.0,19.0,補給（する）,"pagpapa-gasolina /
magpa-gasolina",ほきゅう（する）,,"ねんりょう ほきゅう
エンジンをかけたまま燃料を補給して
はいけない",,
タガログ語,41.0,1.0,20.0,駐車（する）,pagparada / iparada,ちゅうしゃ（する）,,,,
タガログ語,41.0,1.0,21.0,歩行者,pedestrian,ほこうしゃ,taong naglalakad,,,
タガログ語,41.0,1.0,22.0,車両,sasakyan,しゃりょう,,,,
タガログ語,41.0,1.0,23.0,死角,blind spot,しかく,Tinutukoy ang lugar na hindi nakikita,,,
タガログ語,41.0,1.0,24.0,斜面,dalisdis / slope,しゃめん,,"やま の しゃめん のぼ
山の斜面を上る",,
タガログ語,41.0,1.0,25.0,転圧（する）,"surface compaction /
isagawa ang surface
compaction",てんあつ（する）,,"てんあつさぎょう
ローラで転圧作業をする",,
タガログ語,42.0,1.0,1.0,接触（する）,sagi / masagi,せっしょく（する）,,"じゅうき せっしょく
重機に接触してけがをする",,
タガログ語,42.0,1.0,2.0,作動（する）,pag-andar /umandar,さどう（する）,,"か さ い ほ う ち き さ ど う
火災報知器が作動する",,
